UID No,nvPMDB No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Data Superseded,Superseded by UID No,Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM Mass Concentration Max (mg/m³),nvPM Mass Concentration Characteristic (mg/m³),nvPM Mass Concentration Characteristic (% of CAEP/10 Limit),nvPM Mass Concentration Number Test,nvPM Mass Concentration Number Eng,nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPMmass Number Test,nvPMmass Number Eng,LTOmass/Foo Avg (mg/kN),LTOmass/Foo Characteristic (mg/kN),LTOmass/Foo Characteristic (% of CAEP/11 InP Limit),LTOmass/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Mass (mg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPMnum Number Test,nvPMnum Number Eng,LTOnum/Foo Avg (#/kN),LTOnum/Foo Characteristic (#/kN),LTOnum/Foo Characteristic (% of CAEP/11 InP Limit),LTOnum/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Particle Number (#),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg),Test Organisation,Test Location,Initial Test Date,Final Test Date,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8
01P15PW144,1,Pratt & Whitney Canada,PW307D,TALON II,MTF,4.3,21.4,29.9,Yes,03P15PW193,0.343,0.283,0.107,0.045,148,43.06,13.46,21.6,0.71,41,971,1250,9.0,1,3,65.4,38.8,5.7,246.6,246.6,1,3,663.6,663.6,16.6,,19852,5.76E+14,6.36E+14,2.34E+14,1.88E+15,1.88E+15,1,3,5.69E+15,5.69E+15,24.4,,1.70E+17,83.2,51.2,8.7,302.9,1.78E+15,2.21E+15,1.20E+15,5.12E+15,99.4,100.6,288.7,291.3,0.0071,0.0099,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-09-2016,03-10-2016,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,,
03P15PW193,3,Pratt & Whitney Canada,PW307D,TALON II,MTF,4.3,21.4,29.9,,,0.343,0.283,0.107,0.045,148,43.06,13.46,21.6,0.70,41,971,1250,9.0,3,1,65.4,38.8,5.7,246.6,246.6,3,1,663.6,922.5,23.0,,19852,5.76E+14,6.36E+14,2.34E+14,1.88E+15,1.88E+15,3,1,5.69E+15,7.91E+15,33.9,,1.70E+17,83.2,51.2,8.7,302.9,1.78E+15,2.21E+15,1.20E+15,5.12E+15,99.4,100.6,288.7,291.3,0.0071,0.0099,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-09-2016,03-10-2016,Data revised to correct calculation errors,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,
01P07PW145,1,Pratt & Whitney Canada,PW308A,Annular,MTF,4.1,20.4,30.7,,,0.360,0.299,0.123,0.045,154,43.27,13.85,16.0,0.94,435,1003,1291,9.5,3,1,209.6,154.8,48.5,66.5,209.6,3,1,499.5,694.4,17.5,,15340,9.24E+14,9.33E+14,4.74E+14,1.03E+15,1.03E+15,3,1,4.44E+15,6.18E+15,26.6,,1.36E+17,246.4,184.8,60.5,87.7,2.15E+15,2.39E+15,1.43E+15,3.68E+15,99.4,100.2,296.0,300.0,0.0063,0.0103,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-07-2019,01-08-2019,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,"Export classification: EIPA NSR, DPA No, US-I 9E991, OUS-I NSR.",Data reported in ER 10579 Rev. A,,,
01P07PW146,1,Pratt & Whitney Canada,PW308C BS 1047,Annular,MTF,4.1,20.7,31.1,,,0.367,0.305,0.124,0.045,155,43.27,13.85,16.0,0.94,435,1104,1421,10.5,3,1,224.0,170.0,48.6,67.2,224.0,3,1,527.4,733.0,18.4,,16425,9.08E+14,9.42E+14,4.73E+14,1.03E+15,1.03E+15,3,1,4.42E+15,6.14E+15,26.5,,1.38E+17,262.1,202.1,60.7,88.4,2.06E+15,2.36E+15,1.42E+15,3.64E+15,99.4,100.2,296.0,300.0,0.0063,0.0103,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-07-2019,01-08-2019,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,"Export classification: EIPA NSR, DPA No, US-I 9E991, OUS-I NSR.",Data reported in ER 10579 Rev. A,,,
01P14PW147,1,Pratt & Whitney Canada,PW308C BS 1289,TALON II,MTF,4.1,21.1,31.2,Yes,03P14PW194,0.361,0.299,0.110,0.045,152,43.06,13.46,21.8,0.77,27,3182,4096,30.3,1,3,600.0,550.2,122.1,444.9,600.0,1,3,2105.4,2105.4,52.9,,65577,1.67E+15,1.84E+15,1.65E+15,2.15E+15,2.15E+15,1,3,9.43E+15,9.43E+15,40.7,,2.94E+17,696.0,649.3,163.6,547.2,3.61E+15,4.17E+15,6.06E+15,5.77E+15,99.9,100.3,290.4,296.6,0.0100,0.0108,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",06-10-2016,06-10-2016,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,,
03P14PW194,3,Pratt & Whitney Canada,PW308C BS 1289,TALON II,MTF,4.1,21.1,31.2,,,0.361,0.299,0.110,0.045,152,43.06,13.46,21.7,0.77,27,3182,4096,30.3,3,1,597.9,545.2,97.2,403.7,597.9,3,1,1983.3,2756.8,69.3,,61772,1.76E+15,1.98E+15,1.62E+15,2.87E+15,2.87E+15,3,1,1.13E+16,1.57E+16,67.5,,3.51E+17,693.5,643.3,130.3,496.5,3.80E+15,4.47E+15,5.95E+15,7.72E+15,99.9,100.3,290.4,296.6,0.0100,0.0108,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",06-10-2016,06-10-2016,Data revised to correct calculation errors,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,
01P18PW148,1,Pratt & Whitney,PW1122G-JM,"TALON X, Block-C",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.27,13.84,15.3,1.87,705,907,1168,18.3,3,1,41.0,17.5,5.8,10.6,41.0,3,1,39.2,54.4,2.3,10.8,4223,7.80E+14,4.74E+14,3.31E+14,9.32E+14,9.44E+14,3,1,1.80E+15,2.50E+15,17.2,40.4,1.94E+17,53.3,24.2,8.6,21.0,3.28E+15,2.20E+15,2.61E+15,9.09E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",Same sea level static thrust rating as the PW1124G engine model.,,
01P18PW149,1,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-C",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.27,13.84,15.3,1.87,705,907,1168,18.3,3,1,41.0,17.5,5.8,10.6,41.0,3,1,39.2,54.4,2.3,10.8,4223,7.80E+14,4.74E+14,3.31E+14,9.32E+14,9.44E+14,3,1,1.80E+15,2.50E+15,17.2,40.4,1.94E+17,53.3,24.2,8.6,21.0,3.28E+15,2.20E+15,2.61E+15,9.09E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW150,1,Pratt & Whitney,PW1124G-JM,"TALON X, Block-C",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.27,13.84,15.3,1.87,705,907,1168,18.3,3,1,41.0,17.5,5.8,10.6,41.0,3,1,39.2,54.4,2.3,10.8,4223,7.80E+14,4.74E+14,3.31E+14,9.32E+14,9.44E+14,3,1,1.80E+15,2.50E+15,17.2,40.4,1.94E+17,53.3,24.2,8.6,21.0,3.28E+15,2.20E+15,2.61E+15,9.09E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW151,1,Pratt & Whitney,PW1127G1-JM,"TALON X, Block-C",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.27,13.84,15.3,1.87,705,1442,1857,30.8,3,1,62.8,32.1,6.4,9.3,62.8,3,1,53.7,74.6,3.6,17.8,6464,9.43E+14,6.77E+14,3.71E+14,8.37E+14,9.50E+14,3,1,1.80E+15,2.50E+15,19.0,48.4,2.17E+17,79.0,42.4,9.4,18.6,3.71E+15,2.91E+15,2.90E+15,8.20E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW152,1,Pratt & Whitney,PW1127GA-JM,"TALON X, Block-C",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.27,13.84,15.3,1.87,705,1442,1857,30.8,3,1,62.8,32.1,6.4,9.3,62.8,3,1,53.7,74.6,3.6,17.8,6464,9.43E+14,6.77E+14,3.71E+14,8.37E+14,9.50E+14,3,1,1.80E+15,2.50E+15,19.0,48.4,2.17E+17,79.0,42.4,9.4,18.6,3.71E+15,2.91E+15,2.90E+15,8.20E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW153,1,Pratt & Whitney,PW1127G-JM,"TALON X, Block-C",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.27,13.84,15.3,1.87,705,1442,1857,30.8,3,1,62.8,32.1,6.4,9.3,62.8,3,1,53.7,74.6,3.6,17.8,6464,9.43E+14,6.77E+14,3.71E+14,8.37E+14,9.50E+14,3,1,1.80E+15,2.50E+15,19.0,48.4,2.17E+17,79.0,42.4,9.4,18.6,3.71E+15,2.91E+15,2.90E+15,8.20E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW154,1,Pratt & Whitney,PW1129G-JM,"TALON X, Block-C",TF,12.0,34.0,130.1,,,0.880,0.730,0.255,0.080,318,43.27,13.84,15.3,1.87,705,1845,2375,40.9,3,1,77.5,45.7,6.8,8.4,77.5,3,1,67.1,93.2,5.0,26.5,8724,9.23E+14,8.34E+14,3.96E+14,7.70E+14,9.64E+14,3,1,1.80E+15,2.50E+15,20.8,57.0,2.34E+17,94.9,59.0,9.8,17.0,3.20E+15,3.47E+15,3.10E+15,7.58E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW155,1,Pratt & Whitney,PW1130G-JM,"TALON X, Block-C",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.27,13.84,15.3,1.87,705,2371,3051,55.7,3,1,93.3,70.8,6.9,7.0,93.3,3,1,91.0,126.5,8.5,54.3,13399,7.08E+14,9.57E+14,4.25E+14,6.65E+14,9.64E+14,3,1,1.82E+15,2.52E+15,25.0,84.2,2.67E+17,109.7,87.9,9.8,14.4,1.77E+15,3.58E+15,3.36E+15,6.59E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",Same sea level static thrust rating as the PW1133G engine model.,,
01P18PW156,1,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-C",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.27,13.84,15.3,1.87,705,2371,3051,55.7,3,1,93.3,70.8,6.9,7.0,93.3,3,1,91.0,126.5,8.5,54.3,13399,7.08E+14,9.57E+14,4.25E+14,6.65E+14,9.64E+14,3,1,1.82E+15,2.52E+15,25.0,84.2,2.67E+17,109.7,87.9,9.8,14.4,1.77E+15,3.58E+15,3.36E+15,6.59E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P18PW157,1,Pratt & Whitney,PW1133G-JM,"TALON X, Block-C",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.27,13.84,15.3,1.87,705,2371,3051,55.7,3,1,93.3,70.8,6.9,7.0,93.3,3,1,91.0,126.5,8.5,54.3,13399,7.08E+14,9.57E+14,4.25E+14,6.65E+14,9.64E+14,3,1,1.82E+15,2.52E+15,25.0,84.2,2.67E+17,109.7,87.9,9.8,14.4,1.77E+15,3.58E+15,3.36E+15,6.59E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-12243,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8. (CAEP/10)",,,
01P22PW158,1,Pratt & Whitney,PW1122G-JM,"TALON X, Block-D",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.32,13.89,16.5,0.74,228,631,812,12.7,4,1,23.7,14.8,0.2,3.9,23.7,4,1,22.0,30.6,1.3,6.1,2375,4.11E+14,3.14E+14,3.28E+13,4.64E+14,4.64E+14,4,1,8.97E+14,1.25E+15,8.6,20.2,9.68E+16,30.1,19.6,0.6,8.7,1.58E+15,1.51E+15,4.36E+14,6.41E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",Same sea level static thrust rating as the PW1124G-JM engine model.,,,
01P22PW159,1,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-D",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.32,13.89,16.5,0.74,228,631,812,12.7,4,1,23.7,14.8,0.2,3.9,23.7,4,1,22.0,30.6,1.3,6.1,2375,4.11E+14,3.14E+14,3.28E+13,4.64E+14,4.64E+14,4,1,8.97E+14,1.25E+15,8.6,20.2,9.68E+16,30.1,19.6,0.6,8.7,1.58E+15,1.51E+15,4.36E+14,6.41E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW160,1,Pratt & Whitney,PW1124G-JM,"TALON X, Block-D",TF,12.7,28.8,107.8,,,0.710,0.600,0.210,0.080,284,43.32,13.89,16.5,0.74,228,631,812,12.7,4,1,23.7,14.8,0.2,3.9,23.7,4,1,22.0,30.6,1.3,6.1,2375,4.11E+14,3.14E+14,3.28E+13,4.64E+14,4.64E+14,4,1,8.97E+14,1.25E+15,8.6,20.2,9.68E+16,30.1,19.6,0.6,8.7,1.58E+15,1.51E+15,4.36E+14,6.41E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW161,1,Pratt & Whitney,PW1127G1-JM,"TALON X, Block-D",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.32,13.89,16.5,0.74,228,827,1065,17.7,4,1,29.2,20.4,0.2,3.5,29.2,4,1,26.8,37.3,1.8,8.9,3233,4.10E+14,3.89E+14,3.10E+13,4.18E+14,4.19E+14,4,1,8.48E+14,1.18E+15,9.0,22.8,1.02E+17,36.3,26.3,0.6,7.8,1.45E+15,1.60E+15,3.85E+14,5.78E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW162,1,Pratt & Whitney,PW1127GA-JM,"TALON X, Block-D",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.32,13.89,16.5,0.74,228,827,1065,17.7,4,1,29.2,20.4,0.2,3.5,29.2,4,1,26.8,37.3,1.8,8.9,3233,4.10E+14,3.89E+14,3.10E+13,4.18E+14,4.19E+14,4,1,8.48E+14,1.18E+15,9.0,22.8,1.02E+17,36.3,26.3,0.6,7.8,1.45E+15,1.60E+15,3.85E+14,5.78E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW163,1,Pratt & Whitney,PW1127G-JM,"TALON X, Block-D",TF,12.3,31.7,120.4,,,0.800,0.670,0.232,0.080,303,43.32,13.89,16.5,0.74,228,827,1065,17.7,4,1,29.2,20.4,0.2,3.5,29.2,4,1,26.8,37.3,1.8,8.9,3233,4.10E+14,3.89E+14,3.10E+13,4.18E+14,4.19E+14,4,1,8.48E+14,1.18E+15,9.0,22.8,1.02E+17,36.3,26.3,0.6,7.8,1.45E+15,1.60E+15,3.85E+14,5.78E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW164,1,Pratt & Whitney,PW1129G-JM,"TALON X, Block-D",TF,12.0,34.0,130.1,,,0.880,0.730,0.255,0.080,318,43.32,13.89,16.5,0.74,228,950,1222,21.0,4,1,32.7,25.0,0.3,3.2,32.7,4,1,31.0,43.1,2.3,12.2,4031,3.78E+14,4.20E+14,3.25E+13,3.84E+14,4.22E+14,4,1,8.00E+14,1.11E+15,9.2,25.3,1.04E+17,40.1,31.6,0.6,7.1,1.26E+15,1.58E+15,3.78E+14,5.31E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW165,1,Pratt & Whitney,PW1130G-JM,"TALON X, Block-D",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.32,13.89,16.5,0.74,228,1121,1443,26.3,4,1,37.7,31.4,0.4,2.7,37.7,4,1,37.6,52.3,3.5,22.5,5539,3.12E+14,4.01E+14,4.07E+13,3.25E+14,4.25E+14,4,1,7.52E+14,1.05E+15,10.3,34.8,1.11E+17,44.9,38.7,0.9,6.0,8.72E+14,1.38E+15,4.30E+14,4.51E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",Same sea level static thrust rating as the PW1133G-JM engine model.,,,
01P22PW166,1,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-D",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.32,13.89,16.5,0.74,228,1121,1443,26.3,4,1,37.7,31.4,0.4,2.7,37.7,4,1,37.6,52.3,3.5,22.5,5539,3.12E+14,4.01E+14,4.07E+13,3.25E+14,4.25E+14,4,1,7.52E+14,1.05E+15,10.3,34.8,1.11E+17,44.9,38.7,0.9,6.0,8.72E+14,1.38E+15,4.30E+14,4.51E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW167,1,Pratt & Whitney,PW1133G-JM,"TALON X, Block-D",TF,11.6,38.1,147.3,,,1.023,0.839,0.278,0.099,375,43.32,13.89,16.5,0.74,228,1121,1443,26.3,4,1,37.7,31.4,0.4,2.7,37.7,4,1,37.6,52.3,3.5,22.5,5539,3.12E+14,4.01E+14,4.07E+13,3.25E+14,4.25E+14,4,1,7.52E+14,1.05E+15,10.3,34.8,1.11E+17,44.9,38.7,0.9,6.0,8.72E+14,1.38E+15,4.30E+14,4.51E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW168,1,Pratt & Whitney,PW1215G,"TALON X, Block-C",TF,8.6,29.4,67.7,,,0.551,0.461,0.166,0.065,225,43.14,13.78,18.4,1.64,495,522,672,8.2,3,1,19.4,12.5,0.2,1.0,19.4,3,1,19.5,27.1,0.8,3.5,1317,2.87E+14,2.90E+14,2.68E+13,1.40E+14,3.03E+14,3,1,5.84E+14,8.12E+14,4.3,8.6,3.95E+16,24.2,16.6,0.4,2.1,1.01E+15,1.19E+15,1.95E+14,1.06E+15,101.2,102.6,276.5,293.2,0.0011,0.0058,Pratt & Whitney,"East Hartford, CT",28-03-2019,01-04-2019,Data from certification report PWA-12121,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P22PW169,1,Pratt & Whitney,PW1217G,"TALON X, Block-C",TF,8.3,32.7,75.7,,,0.634,0.524,0.184,0.069,248,43.14,13.78,18.4,1.64,495,655,843,11.0,3,1,23.0,17.8,0.2,0.8,23.0,3,1,25.5,35.5,1.2,4.9,1934,2.35E+14,2.97E+14,2.07E+13,1.21E+14,3.02E+14,3,1,5.39E+14,7.49E+14,4.1,8.5,4.08E+16,27.8,22.6,0.3,1.7,7.33E+14,1.09E+15,1.50E+14,9.34E+14,101.2,102.6,276.5,293.2,0.0011,0.0058,Pratt & Whitney,"East Hartford, CT",28-03-2019,01-04-2019,Data from certification report PWA-12121,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
