UID No,nvPMDB No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Data Superseded,Superseded by UID No,Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM Mass Concentration Max (mg/m³),nvPM Mass Concentration Characteristic (mg/m³),nvPM Mass Concentration Characteristic (% of CAEP/10 Limit),nvPM Mass Concentration Number Test,nvPM Mass Concentration Number Eng,nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPMmass Number Test,nvPMmass Number Eng,LTOmass/Foo Avg (mg/kN),LTOmass/Foo Characteristic (mg/kN),LTOmass/Foo Characteristic (% of CAEP/11 InP Limit),LTOmass/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Mass (mg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPMnum Number Test,nvPMnum Number Eng,LTOnum/Foo Avg (#/kN),LTOnum/Foo Characteristic (#/kN),LTOnum/Foo Characteristic (% of CAEP/11 InP Limit),LTOnum/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Particle Number (#),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg),Test Organisation,Test Location,Initial Test Date,Final Test Date,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8
01P14RR101,1,Rolls-Royce plc,Trent 768,Phase5,MTF,5.2,34.5,304.3,,,2.907,2.375,0.781,0.259,1027,43.10,13.60,19.4,2.00,400,374,482,12.0,3,1,84.7,97.1,15.2,4.3,96.8,3,1,149.2,207.4,59.7,96.9,45395,2.97E+14,4.38E+14,3.90E+14,5.48E+14,5.20E+14,3,1,1.54E+15,2.14E+15,51.3,76.9,4.68E+17,90.8,105.2,18.1,6.5,4.18E+14,6.55E+14,8.53E+14,2.08E+15,101.0,101.3,289.3,293.2,0.0074,0.0086,Rolls-Royce plc,Derby,02-06-2014,02-06-2014,Certification Report EDNS01000788666,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P14RR102,1,Rolls-Royce plc,Trent 772,Phase5,MTF,5.0,36.3,320.3,,,3.139,2.530,0.821,0.270,1085,43.10,13.60,19.4,2.00,400,381,490,12.4,3,1,72.7,94.9,17.1,4.1,95.8,3,1,144.9,201.4,57.9,94.1,46393,2.38E+14,3.94E+14,4.09E+14,4.52E+14,5.44E+14,3,1,1.36E+15,1.88E+15,45.2,67.8,4.34E+17,77.6,102.4,20.2,6.1,3.39E+14,5.73E+14,8.71E+14,1.66E+15,101.0,101.3,289.3,293.2,0.0074,0.0086,Rolls-Royce plc,Derby,02-06-2014,02-06-2014,Certification Report EDNS01000788666,Data valid for Trent 772B and 772C,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
01P18RR103,1,Rolls-Royce plc,Trent 970-84,Phase5 Tiled,TF,8.5,38.0,338.7,,,2.605,2.157,0.721,0.255,965,43.12,13.75,17.8,1.67,365,2125,2492,64.4,3,2,63.4,75.5,60.8,6.6,104.0,3,2,122.8,150.7,43.4,70.4,41582,2.45E+14,3.58E+14,1.01E+15,4.16E+14,1.13E+15,3,2,1.38E+15,1.70E+15,40.7,61.1,4.69E+17,68.5,82.4,71.5,8.8,3.24E+14,5.60E+14,2.51E+15,1.04E+15,99.7,100.5,276.6,286.7,0.0024,0.0112,Rolls-Royce plc,Derby,18-11-2015,25-04-2016,Certification Report EDNS01000750023,The maximum EImass occurs between 30% and 85% Foo,,,,,,
01P18RR104,1,Rolls-Royce plc,Trent 972-84,Phase5 Tiled,TF,8.4,38.7,346.0,,,2.672,2.210,0.735,0.258,983,43.12,13.75,17.8,1.67,365,2125,2492,64.9,3,2,62.4,73.5,63.5,6.5,104.0,3,2,122.1,149.9,43.1,70.0,42253,2.31E+14,3.41E+14,1.03E+15,4.15E+14,1.13E+15,3,2,1.37E+15,1.68E+15,40.3,60.5,4.74E+17,67.4,80.1,74.6,8.6,3.05E+14,5.20E+14,2.54E+15,1.05E+15,99.7,100.5,276.6,286.7,0.0024,0.0112,Rolls-Royce plc,Derby,18-11-2015,25-04-2016,Certification Report EDNS01000750023,The maximum EImass occurs between 30% and 85% Foo,,,,,,
01P18RR105,1,Rolls-Royce plc,Trent 972E-84,Phase5 Tiled,TF,8.4,38.7,346.0,,,2.672,2.210,0.735,0.258,983,43.12,13.75,17.8,1.67,365,2125,2492,64.9,3,2,62.4,73.5,63.5,6.5,104.0,3,2,122.1,149.9,43.1,70.0,42253,2.31E+14,3.41E+14,1.03E+15,4.15E+14,1.13E+15,3,2,1.37E+15,1.68E+15,40.3,60.5,4.74E+17,67.4,80.1,74.6,8.6,3.05E+14,5.20E+14,2.54E+15,1.05E+15,99.7,100.5,276.6,286.7,0.0024,0.0112,Rolls-Royce plc,Derby,18-11-2015,25-04-2016,Certification Report EDNS01000750023,The maximum EImass occurs between 30% and 85% Foo,,,,,,
01P19RR106,1,Rolls-Royce plc,Trent 1000-AE3,Phase5 Tiled,TF,9.1,43.2,310.9,Yes,02P23RR126,2.327,1.908,0.643,0.244,884,43.34,13.97,15.9,0.11,300,2649,3410,85.3,3,1,55.1,94.6,70.3,18.8,151.8,3,1,151.8,211.0,60.7,98.6,47188,1.74E+14,3.30E+14,8.40E+14,4.47E+14,9.64E+14,3,1,1.28E+15,1.79E+15,42.8,64.2,3.99E+17,59.3,102.5,81.5,22.7,2.38E+14,4.93E+14,1.89E+15,8.92E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR107,1,Rolls-Royce plc,Trent 1000-CE3,Phase5 Tiled,TF,9.0,46.0,334.7,Yes,02P23RR127,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.08E+14,2.62E+14,8.68E+14,4.60E+14,9.69E+14,3,1,1.23E+15,1.70E+15,40.9,61.3,4.10E+17,48.0,82.4,88.2,23.1,1.46E+14,3.73E+14,1.94E+15,9.12E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR108,1,Rolls-Royce plc,Trent 1000-D3,Phase5 Tiled,TF,9.0,46.0,334.7,Yes,02P23RR128,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.08E+14,2.62E+14,8.68E+14,4.60E+14,9.69E+14,3,1,1.23E+15,1.70E+15,40.9,61.3,4.10E+17,48.0,82.4,88.2,23.1,1.46E+14,3.73E+14,1.94E+15,9.12E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR109,1,Rolls-Royce plc,Trent 1000-G3,Phase5 Tiled,TF,9.1,44.7,323.7,Yes,02P23RR129,2.449,2.005,0.667,0.250,918,43.34,13.97,15.9,0.11,300,2649,3410,86.6,3,1,48.7,84.4,73.6,19.0,152.4,3,1,143.8,199.9,57.5,93.4,46547,1.37E+14,2.92E+14,8.55E+14,4.54E+14,9.67E+14,3,1,1.25E+15,1.74E+15,41.7,62.6,4.05E+17,52.2,91.3,85.1,22.9,1.86E+14,4.25E+14,1.92E+15,9.02E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR110,1,Rolls-Royce plc,Trent 1000-H3,Phase5 Tiled,TF,9.3,40.3,287.1,Yes,02P23RR130,2.108,1.732,0.598,0.232,823,43.34,13.97,15.9,0.11,300,2649,3410,82.7,3,1,71.6,114.0,64.2,18.3,150.4,3,1,168.1,233.6,67.2,109.2,48261,2.45E+14,4.09E+14,8.10E+14,4.35E+14,9.58E+14,3,1,1.36E+15,1.88E+15,45.2,67.8,3.89E+17,77.2,124.0,74.7,22.2,3.47E+14,6.45E+14,1.82E+15,8.78E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR111,1,Rolls-Royce plc,Trent 1000-J3,Phase5 Tiled,TF,8.9,48.0,350.9,Yes,02P23RR131,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,7.09E+13,2.18E+14,8.85E+14,4.69E+14,9.72E+14,3,1,1.19E+15,1.65E+15,39.7,59.5,4.17E+17,44.5,70.4,93.0,23.2,9.54E+13,3.03E+14,1.96E+15,9.25E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR112,1,Rolls-Royce plc,Trent 1000-K3,Phase5 Tiled,TF,8.9,48.0,350.9,Yes,02P23RR132,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,7.09E+13,2.18E+14,8.85E+14,4.69E+14,9.72E+14,3,1,1.19E+15,1.65E+15,39.7,59.5,4.17E+17,44.5,70.4,93.0,23.2,9.54E+13,3.03E+14,1.96E+15,9.25E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR113,1,Rolls-Royce plc,Trent 1000-L3,Phase5 Tiled,TF,9.0,46.0,334.7,Yes,02P23RR133,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.08E+14,2.62E+14,8.68E+14,4.60E+14,9.61E+14,3,1,1.22E+15,1.70E+15,40.9,61.3,4.10E+17,48.0,82.4,88.2,23.1,1.46E+14,3.73E+14,1.94E+15,9.12E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR114,1,Rolls-Royce plc,Trent 1000-M3,Phase5 Tiled,TF,8.9,48.8,358.1,Yes,02P23RR134,2.802,2.274,0.732,0.267,1010,43.34,13.97,15.9,0.11,300,2649,3410,89.9,3,1,41.0,61.2,82.9,19.4,153.9,3,1,128.0,178.0,51.2,83.2,45841,5.83E+13,2.00E+14,8.92E+14,4.74E+14,9.73E+14,3,1,1.18E+15,1.63E+15,39.2,58.8,4.21E+17,43.8,65.9,95.2,23.3,7.86E+13,2.76E+14,1.97E+15,9.32E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR115,1,Rolls-Royce plc,Trent 1000-N3,Phase5 Tiled,TF,8.9,48.8,358.1,Yes,02P23RR135,2.802,2.274,0.732,0.267,1010,43.34,13.97,15.9,0.11,300,2649,3410,89.9,3,1,41.0,61.2,82.9,19.4,153.9,3,1,128.0,178.0,51.2,83.2,45841,5.83E+13,2.00E+14,8.92E+14,4.74E+14,9.73E+14,3,1,1.18E+15,1.63E+15,39.2,58.8,4.21E+17,43.8,65.9,95.2,23.3,7.86E+13,2.76E+14,1.97E+15,9.32E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR116,1,Rolls-Royce plc,Trent 1000-P3,Phase5 Tiled,TF,9.0,46.0,334.7,Yes,02P23RR136,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.08E+14,2.62E+14,8.68E+14,4.60E+14,9.69E+14,3,1,1.23E+15,1.70E+15,40.9,61.3,4.10E+17,48.0,82.4,88.2,23.1,1.46E+14,3.73E+14,1.94E+15,9.12E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR117,1,Rolls-Royce plc,Trent 1000-Q3,Phase5 Tiled,TF,8.9,48.0,350.9,Yes,02P23RR137,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,7.09E+13,2.18E+14,8.85E+14,4.69E+14,9.72E+14,3,1,1.19E+15,1.65E+15,39.7,59.5,4.17E+17,44.5,70.4,93.0,23.2,9.54E+13,3.03E+14,1.96E+15,9.25E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR118,1,Rolls-Royce plc,Trent 1000-R3,Phase5 Tiled,TF,8.9,49.6,363.9,Yes,02P23RR138,2.872,2.322,0.744,0.270,1027,43.34,13.97,15.9,0.11,300,2649,3410,90.4,3,1,40.8,58.3,84.5,19.4,154.1,3,1,126.6,176.0,50.6,82.2,46063,5.48E+13,1.86E+14,8.97E+14,4.77E+14,9.74E+14,3,1,1.17E+15,1.62E+15,38.9,58.3,4.25E+17,43.6,62.7,96.9,23.3,7.43E+13,2.56E+14,1.97E+15,9.37E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR119,1,Rolls-Royce plc,Trent7000-72,Phase5 Tiled,TF,8.9,45.8,327.9,Yes,02P23RR141,2.502,2.040,0.671,0.259,939,43.34,13.97,15.9,0.11,300,2649,3410,87.0,3,1,48.1,84.1,74.0,18.8,152.5,3,1,143.9,200.1,57.6,93.5,47203,1.33E+14,2.91E+14,8.57E+14,4.48E+14,9.67E+14,3,1,1.25E+15,1.74E+15,41.8,62.7,4.11E+17,51.6,90.9,85.5,22.7,1.80E+14,4.23E+14,1.92E+15,8.95E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
01P19RR120,1,Rolls-Royce plc,Trent7000-72C,Phase5 Tiled,TF,8.9,45.8,327.9,Yes,02P23RR142,2.502,2.040,0.671,0.259,939,43.34,13.97,15.9,0.11,300,2649,3410,87.0,3,1,48.1,84.1,74.0,18.8,152.5,3,1,143.9,200.1,57.6,93.5,47203,1.33E+14,2.91E+14,8.57E+14,4.48E+14,9.67E+14,3,1,1.25E+15,1.74E+15,41.8,62.7,4.11E+17,51.6,90.9,85.5,22.7,1.80E+14,4.23E+14,1.92E+15,8.95E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,,,,,,,
02P23RR126,2,Rolls-Royce plc,Trent 1000-AE3,Phase5 Tiled,TF,9.1,43.2,310.9,,,2.327,1.908,0.643,0.244,884,43.34,13.97,15.9,0.11,300,2649,3410,85.3,3,1,55.1,94.6,70.3,18.8,151.8,3,1,151.8,211.0,60.7,98.6,47188,1.74E+14,3.26E+14,8.41E+14,4.45E+14,9.59E+14,3,1,1.28E+15,1.78E+15,42.7,64.0,3.98E+17,59.3,102.5,81.5,22.7,2.38E+14,4.88E+14,1.89E+15,8.90E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR127,2,Rolls-Royce plc,Trent 1000-CE3,Phase5 Tiled,TF,9.0,46.0,334.7,,,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.30E+14,2.53E+14,8.68E+14,4.59E+14,9.64E+14,3,1,1.22E+15,1.70E+15,40.8,61.2,4.10E+17,48.0,82.4,88.2,23.1,1.76E+14,3.61E+14,1.94E+15,9.08E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR128,2,Rolls-Royce plc,Trent 1000-D3,Phase5 Tiled,TF,9.0,46.0,334.7,,,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.30E+14,2.53E+14,8.68E+14,4.59E+14,9.64E+14,3,1,1.22E+15,1.70E+15,40.8,61.2,4.10E+17,48.0,82.4,88.2,23.1,1.76E+14,3.61E+14,1.94E+15,9.08E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR129,2,Rolls-Royce plc,Trent 1000-G3,Phase5 Tiled,TF,9.1,44.7,323.7,,,2.449,2.005,0.667,0.250,918,43.34,13.97,15.9,0.11,300,2649,3410,86.6,3,1,48.7,84.4,73.6,19.0,152.4,3,1,143.8,199.9,57.5,93.4,46547,1.48E+14,2.84E+14,8.56E+14,4.52E+14,9.62E+14,3,1,1.25E+15,1.73E+15,41.6,62.4,4.04E+17,52.2,91.3,85.1,22.9,2.00E+14,4.14E+14,1.92E+15,8.99E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR130,2,Rolls-Royce plc,Trent 1000-H3,Phase5 Tiled,TF,9.3,40.3,287.1,,,2.108,1.732,0.598,0.232,823,43.34,13.97,15.9,0.11,300,2649,3410,82.7,3,1,71.6,114.0,64.2,18.3,150.4,3,1,168.1,233.6,67.2,109.2,48261,2.36E+14,4.17E+14,8.12E+14,4.35E+14,9.53E+14,3,1,1.36E+15,1.89E+15,45.3,68.0,3.90E+17,77.2,124.0,74.7,22.2,3.35E+14,6.59E+14,1.83E+15,8.76E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR131,2,Rolls-Royce plc,Trent 1000-J3,Phase5 Tiled,TF,8.9,48.0,350.9,,,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,1.11E+14,2.11E+14,8.84E+14,4.68E+14,9.67E+14,3,1,1.19E+15,1.66E+15,39.8,59.7,4.19E+17,44.5,70.4,93.0,23.2,1.50E+14,2.94E+14,1.96E+15,9.22E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR132,2,Rolls-Royce plc,Trent 1000-K3,Phase5 Tiled,TF,8.9,48.0,350.9,,,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,1.11E+14,2.11E+14,8.84E+14,4.68E+14,9.67E+14,3,1,1.19E+15,1.66E+15,39.8,59.7,4.19E+17,44.5,70.4,93.0,23.2,1.50E+14,2.94E+14,1.96E+15,9.22E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR133,2,Rolls-Royce plc,Trent 1000-L3,Phase5 Tiled,TF,9.0,46.0,334.7,,,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.30E+14,2.53E+14,8.68E+14,4.59E+14,9.64E+14,3,1,1.22E+15,1.70E+15,40.8,61.2,4.10E+17,48.0,82.4,88.2,23.1,1.76E+14,3.61E+14,1.94E+15,9.08E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR134,2,Rolls-Royce plc,Trent 1000-M3,Phase5 Tiled,TF,8.9,48.8,358.1,,,2.802,2.274,0.732,0.267,1010,43.34,13.97,15.9,0.11,300,2649,3410,89.9,3,1,41.0,61.2,82.9,19.4,153.9,3,1,128.0,178.0,51.2,83.2,45841,1.04E+14,1.95E+14,8.91E+14,4.72E+14,9.68E+14,3,1,1.18E+15,1.65E+15,39.5,59.2,4.24E+17,43.8,65.9,95.2,23.3,1.41E+14,2.70E+14,1.97E+15,9.28E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR135,2,Rolls-Royce plc,Trent 1000-N3,Phase5 Tiled,TF,8.9,48.8,358.1,,,2.802,2.274,0.732,0.267,1010,43.34,13.97,15.9,0.11,300,2649,3410,89.9,3,1,41.0,61.2,82.9,19.4,153.9,3,1,128.0,178.0,51.2,83.2,45841,1.04E+14,1.95E+14,8.91E+14,4.72E+14,9.68E+14,3,1,1.18E+15,1.65E+15,39.5,59.2,4.24E+17,43.8,65.9,95.2,23.3,1.41E+14,2.70E+14,1.97E+15,9.28E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR136,2,Rolls-Royce plc,Trent 1000-P3,Phase5 Tiled,TF,9.0,46.0,334.7,,,2.556,2.090,0.687,0.256,947,43.34,13.97,15.9,0.11,300,2649,3410,87.7,3,1,44.8,76.3,76.5,19.1,153.0,3,1,137.8,191.5,55.1,89.5,46114,1.30E+14,2.53E+14,8.68E+14,4.59E+14,9.64E+14,3,1,1.22E+15,1.70E+15,40.8,61.2,4.10E+17,48.0,82.4,88.2,23.1,1.76E+14,3.61E+14,1.94E+15,9.08E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR137,2,Rolls-Royce plc,Trent 1000-Q3,Phase5 Tiled,TF,8.9,48.0,350.9,,,2.721,2.217,0.719,0.264,991,43.34,13.97,15.9,0.11,300,2649,3410,89.2,3,1,41.6,65.3,80.9,19.3,153.7,3,1,130.4,181.3,52.2,84.7,45773,1.11E+14,2.11E+14,8.84E+14,4.68E+14,9.67E+14,3,1,1.19E+15,1.66E+15,39.8,59.7,4.19E+17,44.5,70.4,93.0,23.2,1.50E+14,2.94E+14,1.96E+15,9.22E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR138,2,Rolls-Royce plc,Trent 1000-R3,Phase5 Tiled,TF,8.9,49.6,363.9,,,2.872,2.322,0.744,0.270,1027,43.34,13.97,15.9,0.11,300,2649,3410,90.4,3,1,40.8,58.3,84.5,19.4,154.1,3,1,126.6,176.0,50.6,82.2,46063,9.96E+13,1.84E+14,8.96E+14,4.75E+14,9.69E+14,3,1,1.18E+15,1.64E+15,39.2,58.9,4.28E+17,43.6,62.7,96.9,23.3,1.36E+14,2.53E+14,1.97E+15,9.33E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR139,2,Rolls-Royce plc,Trent7000-68,Phase5 Tiled,TF,9.2,43.0,308.7,,,2.288,1.876,0.628,0.245,877,43.34,13.97,15.9,0.11,300,2649,3410,85.1,3,1,60.3,101.3,67.8,18.3,151.3,3,1,155.8,216.5,62.3,101.2,48093,1.93E+14,3.56E+14,8.29E+14,4.34E+14,9.57E+14,3,1,1.29E+15,1.79E+15,42.9,64.4,3.98E+17,64.9,109.9,78.6,22.1,2.68E+14,5.42E+14,1.87E+15,8.75E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
